,Date,Open,High,Low,Adj Close,Volume,Dividends,Change,Dollar,Dollar_rate,S&P500,DJIA,Nasdaq,interest,SamSung_close
50,2020-03-16,50100,50900,48800,46116.71094,33339821,0,-2.1,1222.2,1.65,2711.02002,23185.61914,7874.879883,0.950999975,48900
51,2020-03-17,46900,49650,46700,44607.78516,51218151,0,-3.27,1219.6,-0.21,2386.129883,20188.51953,6904.589844,0.727999985,47300
52,2020-03-18,47750,48350,45600,43004.54297,40152623,0,-3.59,1241.2,1.74,2529.189941,21237.38086,7334.779785,0.996999979,45600
53,2020-03-19,46400,46650,42300,40505.37109,56925513,0,-5.81,1237.8,-0.27,2398.100098,19898.91992,6989.839844,1.266000032,42950
54,2020-03-20,44150,45500,43550,42815.92578,49730008,0,5.7,1280.1,3.3,2409.389893,20087.18945,7150.580078,1.118999958,45400
55,2020-03-23,42600,43550,42400,40080.98828,41701626,0,-6.39,1254.1,-2.07,2304.919922,19173.98047,6879.52002,0.938000023,42500
56,2020-03-24,43850,46950,43050,44277.70703,49801908,0,10.47,1274.6,1.61,2237.399902,18591.92969,6860.669922,0.763999999,46950
57,2020-03-25,48950,49600,47150,45880.94141,52735922,0,3.62,1256,-1.48,2447.330078,20704.91016,7417.859863,0.815999985,48650
58,2020-03-26,49000,49300,47700,45079.32813,42185129,0,-1.75,1230.7,-2.06,2475.560059,21200.55078,7384.299805,0.85799998,47800
59,2020-03-27,49600,49700,46850,45550.86719,39896178,0,1.05,1227.9,-0.23,2630.070068,22552.16992,7797.540039,0.81099999,48300
60,2020-03-30,47050,48350,46550,45459.66406,26797395,354,-0.93,1212.4,-1.28,2541.469971,21636.7793,7502.379883,0.749000013,47850
61,2020-03-31,48000,48500,47150,45364.65625,30654261,0,-0.21,1222.6,0.83,2626.649902,22327.48047,7774.149902,0.670000017,47750
62,2020-04-01,47450,47900,45800,43512.07031,27259532,0,-4.08,1220,-0.21,2584.590088,21917.16016,7700.100098,0.698000014,45800
63,2020-04-02,46200,46850,45350,44462.11328,21621076,0,2.18,1222.2,0.18,2470.5,20943.50977,7360.580078,0.63499999,46800
64,2020-04-03,47400,47600,46550,44652.12109,22784682,0,0.43,1237.6,1.24,2526.899902,21413.43945,7487.310059,0.626999974,47000
65,2020-04-06,47500,48800,47250,46267.19531,23395726,0,3.62,1229.8,-0.63,2488.649902,21052.5293,7373.080078,0.587000012,48700
66,2020-04-07,49650,50200,49000,47122.23828,31524034,0,1.85,1233.4,0.29,2663.679932,22679.99023,7913.240234,0.675999999,49600
67,2020-04-08,49600,49750,48600,46172.19531,25010314,0,-2.02,1222.4,-0.9,2659.409912,22653.85938,7887.259766,0.736000001,48600
68,2020-04-09,49750,49800,48700,46647.21484,22628058,0,1.03,1219.7,-0.22,2749.97998,23433.57031,8090.899902,0.763999999,49100
69,2020-04-10,48950,49250,48650,46789.72656,17839111,0,0.31,1216.4,-0.27,2789.820068,23719.36914,8153.580078,0.728999972,49250
70,2020-04-13,48650,48900,48300,45887.17969,14431800,0,-1.93,1212.3,-0.34,2789.820068,23719.36914,8153.580078,,48300
71,2020-04-14,48800,49200,48300,46552.20703,14206216,0,1.45,1218.7,0.53,2761.629883,23390.76953,8192.419922,0.749000013,49000
72,2020-04-16,49350,49350,48550,46552.20703,23349760,0,0,1216.7,-0.16,2846.060059,23949.75977,8515.740234,0.751999974,49000
73,2020-04-17,50800,52000,50300,48832.3125,32041675,0,4.9,1227.5,0.88,2799.550049,23537.67969,8532.360352,0.609000027,51400
74,2020-04-20,51400,51400,50000,47597.25781,21866354,0,-2.53,1219.3,-0.67,2874.560059,24242.49023,8650.139648,0.653999984,50100
75,2020-04-21,49400,49700,48700,46789.72656,27407543,0,-1.7,1218.7,-0.05,2823.159912,23650.43945,8560.730469,0.625999987,49250
76,2020-04-22,48700,50000,48350,47359.75391,18613864,0,1.22,1231.3,1.02,2736.560059,23018.88086,8263.230469,0.57099998,49850
77,2020-04-23,50200,50300,49500,47359.75391,18754442,0,0,1235.2,0.32,2799.310059,23475.82031,8495.379883,0.619000018,49850
78,2020-04-24,49650,49750,49000,46884.72656,15618347,0,-1,1232,-0.26,2797.800049,23515.25977,8494.75,0.612999976,49350
79,2020-04-27,49350,50000,49100,47359.75391,14049471,0,1.01,1235.8,0.31,2836.73999,23775.26953,8634.519531,0.596000016,49850
80,2020-04-28,49850,50100,49300,47597.25781,16095399,0,0.5,1230.3,-0.45,2878.47998,24133.7793,8730.160156,0.656000018,50100
81,2020-04-29,49900,50500,49600,47502.25781,15604533,0,-0.2,1225.2,-0.42,2863.389893,24101.55078,8607.730469,0.610000014,50000
82,2020-05-04,48900,49100,48500,46077.1875,26083749,0,-3,1218.5,-0.55,2939.51001,24633.85938,8914.709961,0.626999974,48500
83,2020-05-06,49000,49200,48500,46742.22266,18070225,0,1.44,1227.8,0.76,2842.73999,23749.75977,8710.709961,0.637000024,49200
84,2020-05-07,49200,49300,48700,46362.19922,13884411,0,-0.81,1223.3,-0.37,2848.419922,23664.64063,8854.389648,0.711000025,48800
85,2020-05-08,49100,49350,48800,46362.19922,15319700,0,0,1226.5,0.26,2881.189941,23875.89063,8979.660156,0.630999982,48800
86,2020-05-11,48900,49250,48300,45982.18359,16357743,0,-0.82,1217.7,-0.72,2929.800049,24331.32031,9121.320313,0.681999981,48400
87,2020-05-12,48400,48500,47550,45507.16016,23433590,0,-1.03,1217.8,0.01,2930.189941,24221.99023,9192.339844,0.726000011,47900
88,2020-05-13,47250,48550,47200,46124.69141,20223277,0,1.36,1226.7,0.73,2870.120117,23764.7793,9002.549805,0.677999973,48550
89,2020-05-14,47750,48100,47650,45602.16016,19305974,0,-1.13,1226.3,-0.03,2820,23247.9707,8863.169922,0.648999989,48000
90,2020-05-15,48400,48450,47700,45459.66406,18463118,0,-0.31,1227.9,0.13,2852.5,23625.33984,8943.719727,0.619000018,47850
91,2020-05-18,47950,49100,47600,46362.19922,20481981,0,1.99,1229.3,0.11,2863.699951,23685.41992,9014.55957,0.639999986,48800
92,2020-05-19,50100,50500,49700,47787.27344,25168295,0,3.07,1231.6,0.19,2953.909912,24597.36914,9234.830078,0.744000018,50300
93,2020-05-20,50000,50200,49800,47502.25781,14896899,0,-0.6,1224.5,-0.58,2922.939941,24206.85938,9185.099609,0.711000025,50000
94,2020-05-21,50300,50400,49850,47454.75391,14949266,0,-0.1,1227.8,0.27,2971.610107,24575.90039,9375.780273,0.680000007,49950
95,2020-05-22,49600,49800,48600,46314.69922,19706284,0,-2.4,1230.7,0.24,2948.51001,24474.11914,9284.879883,0.676999986,48750
96,2020-05-25,48750,48900,48450,46409.70703,14337913,0,0.21,1236.2,0.44,2955.449951,24465.16016,9324.589844,0.657000005,48850
97,2020-05-26,48700,49450,48600,46789.72656,15127490,0,0.82,1242,0.47,2955.449951,24465.16016,9324.589844,,49250
98,2020-05-27,48950,50000,48800,47407.25,19548479,0,1.32,1237.1,-0.4,2991.77002,24995.10938,9340.219727,0.698000014,49900
99,2020-05-28,51100,51200,49900,47882.27734,31309318,0,1,1233.7,-0.28,3036.129883,25548.26953,9412.360352,0.680000007,50400
100,2020-05-29,50000,50700,49700,48167.28906,27596961,0,0.6,1239.4,0.46,3029.72998,25400.64063,9368.990234,0.704999983,50700
101,2020-06-01,50800,51200,50600,48642.30859,16949183,0,0.99,1237.6,-0.15,3044.310059,25383.10938,9489.870117,0.648000002,51200
102,2020-06-02,51000,51500,50800,48832.3125,14247933,0,0.39,1227.8,-0.8,3055.72998,25475.01953,9552.049805,0.662,51400
103,2020-06-03,51800,55000,51700,51777.45703,49257814,0,6.03,1224.1,-0.3,3080.820068,25742.65039,9608.379883,0.680000007,54500
104,2020-06-04,55800,57000,54600,51872.46484,40220334,0,0.18,1216.9,-0.59,3122.870117,26269.89063,9682.910156,0.760999978,54600
105,2020-06-05,54400,55900,54000,52727.50391,22743629,0,1.65,1217.4,0.04,3112.350098,26281.82031,9615.80957,0.819999993,55500
106,2020-06-08,56400,56500,54700,52157.47656,25634965,0,-1.08,1213.1,-0.35,3193.929932,27110.98047,9814.080078,0.903999984,54900
107,2020-06-09,55800,56500,54400,52727.50391,23998831,0,1.09,1204.2,-0.74,3232.389893,27572.43945,9924.75,0.884000003,55500
108,2020-06-10,55100,55900,54900,52632.5,16742493,0,-0.18,1197.7,-0.54,3207.179932,27272.30078,9953.75,0.828999996,55400
109,2020-06-11,54500,55100,53200,51587.44922,33815123,0,-1.99,1194.4,-0.28,3190.139893,26989.99023,10020.34961,0.748000026,54300
110,2020-06-12,52100,52800,51500,49687.36328,26976019,0,-3.68,1192.8,-0.13,3002.100098,25128.16992,9492.730469,0.652999997,52300
111,2020-06-15,51400,52000,49900,47407.25,28772921,0,-4.59,1206.6,1.14,3041.310059,25605.53906,9588.80957,0.699000001,49900
112,2020-06-16,51200,52100,50600,49497.35156,21808375,0,4.41,1210.8,0.35,3066.590088,25763.16016,9726.019531,0.702000022,52100
113,2020-06-17,52100,52900,51300,49592.35156,26672595,0,0.19,1206.6,-0.35,3124.73999,26289.98047,9895.870117,0.755999982,52200
114,2020-06-18,52200,52300,51600,49687.36328,15982926,0,0.19,1214.5,0.65,3113.48999,26119.60938,9910.530273,0.73299998,52300
115,2020-06-19,52600,52900,51600,50257.39063,18157985,0,1.15,1213,-0.12,3115.340088,26080.09961,9943.049805,0.694000006,52900
116,2020-06-22,52000,52600,51800,49402.34375,13801350,0,-1.7,1212,-0.08,3097.73999,25871.46094,9946.120117,0.697000027,52000
117,2020-06-23,52500,52800,51100,48832.3125,18086152,0,-1.15,1213.2,0.1,3117.860107,26024.96094,10056.48047,0.703999996,51400
118,2020-06-24,51900,53900,51600,50257.39063,24519552,0,2.92,1210.1,-0.26,3131.290039,26156.09961,10131.37012,0.708999991,52900
119,2020-06-25,52100,53000,51900,49307.33594,18541624,0,-1.89,1202.9,-0.6,3050.330078,25445.93945,9909.169922,0.684000015,51900
120,2020-06-26,52800,53900,52200,50637.40625,21575360,0,2.7,1205.2,0.19,3083.76001,25745.59961,10017,0.674000025,53300
121,2020-06-29,52500,53200,52000,50115.21094,17776925,354,-1.69,1198.6,-0.55,3009.050049,25015.55078,9757.219727,0.635999978,52400
122,2020-06-30,53900,53900,52800,50497.76953,21157172,0,0.76,1200.7,0.17,3053.23999,25595.80078,9874.150391,0.635999978,52800
123,2020-07-01,53400,53600,52400,50306.49219,16706143,0,-0.38,1198.5,-0.18,3100.290039,25812.88086,10058.76953,0.652999997,52600
124,2020-07-02,52100,52900,52100,50593.41406,14142583,0,0.57,1201.6,0.26,3115.860107,25734.9707,10154.62988,0.681999981,52900
125,2020-07-03,53000,53600,52700,51262.89063,11887868,0,1.32,1201,-0.05,3130.01001,25827.35938,10207.62988,0.66900003,53600
126,2020-07-06,54000,55000,53800,52601.84375,19856623,0,2.61,1200.4,-0.05,3130.01001,25827.35938,10207.62988,,55000
127,2020-07-07,55800,55900,53400,51071.61328,30760032,0,-2.91,1196.8,-0.3,3179.719971,26287.0293,10433.65039,0.684000015,53400
128,2020-07-08,53600,53900,52900,50689.04688,19664652,0,-0.75,1192.9,-0.33,3145.320068,25890.17969,10343.88965,0.649999976,53000
129,2020-07-09,53200,53600,52800,50497.76953,17054850,0,-0.38,1195.8,0.24,3169.939941,26067.2793,10492.5,0.652999997,52800
130,2020-07-10,53100,53200,52300,50402.12891,13714746,0,-0.19,1194.5,-0.11,3152.050049,25706.08984,10547.75,0.605000019,52700
131,2020-07-13,53300,53800,53100,51071.61328,12240188,0,1.33,1202.4,0.66,3185.040039,26075.30078,10617.44043,0.633000016,53400
132,2020-07-14,53700,53800,53200,51454.16797,14269484,0,0.75,1200.3,-0.17,3155.219971,26085.80078,10390.83984,0.639999986,53800
133,2020-07-15,54400,55000,54300,52314.92188,24051450,0,1.67,1206.4,0.51,3197.52002,26642.58984,10488.58008,0.61500001,54700
134,2020-07-16,54800,54800,53800,51454.16797,16779127,0,-1.65,1200.7,-0.47,3226.560059,26870.09961,10550.49023,0.629999995,53800
135,2020-07-17,54200,54700,54100,52028.01172,10096174,0,1.12,1204.1,0.28,3215.570068,26734.71094,10473.83008,0.611999989,54400
136,2020-07-20,54800,54800,54000,51836.72656,10507530,0,-0.37,1205.7,0.13,3224.72998,26671.94922,10503.19043,0.628000021,54200
137,2020-07-21,55200,55400,54800,52888.75781,18297260,0,2.03,1203.7,-0.17,3251.840088,26680.86914,10767.08984,0.620000005,55300
138,2020-07-22,55300,55500,54700,52314.92188,12885057,0,-1.08,1198.1,-0.47,3257.300049,26840.40039,10680.36035,0.606999993,54700
139,2020-07-23,54700,54700,53800,51741.08594,16214932,0,-1.1,1193.7,-0.37,3276.02002,27005.83984,10706.12988,0.595000029,54100
140,2020-07-24,54000,54400,53700,51836.72656,10994535,0,0.18,1198.5,0.4,3235.659912,26652.33008,10461.41992,0.582000017,54200
141,2020-07-27,54300,55700,54300,53175.68359,21054421,0,2.58,1201.3,0.23,3215.629883,26469.89063,10363.17969,0.588999987,55600
142,2020-07-28,57000,58800,56400,56044.875,48431566,0,5.4,1196.6,-0.39,3239.409912,26584.76953,10536.26953,0.609000027,58600
143,2020-07-29,60300,60400,58600,56427.42969,36476611,0,0.68,1195.1,-0.13,3218.439941,26379.2793,10402.08984,0.58099997,59000
144,2020-07-30,59700,60100,59000,56427.42969,19285354,0,0,1195.2,0.01,3258.439941,26539.57031,10542.94043,0.578999996,59000
145,2020-07-31,59500,59600,57700,55375.39844,21943345,0,-1.86,1191.4,-0.32,3246.219971,26313.65039,10587.80957,0.541000009,57900
146,2020-08-03,57800,57900,56700,54323.35938,21158940,0,-1.9,1189.1,-0.19,3271.120117,26428.32031,10745.26953,0.536000013,56800
147,2020-08-04,57200,58100,57000,54801.55859,19419694,0,0.88,1193.7,0.39,3294.610107,26664.40039,10902.7998,0.563000023,57300
148,2020-08-05,57300,57500,56300,54419,17739706,0,-0.7,1193.5,-0.02,3306.51001,26828.4707,10941.16992,0.514999986,56900
149,2020-08-06,57100,58400,57100,55471.03125,21625874,0,1.93,1190.3,-0.27,3327.77002,27201.51953,10998.40039,0.542999983,58000
150,2020-08-07,57900,58400,57100,54992.83594,18751717,0,-0.86,1184.3,-0.51,3349.159912,27386.98047,11108.07031,0.536000013,57500
151,2020-08-10,57600,58300,57500,55279.75391,17774291,0,0.52,1185.9,0.13,3351.280029,27433.48047,11010.98047,0.561999977,57800
152,2020-08-11,58000,59500,57800,55662.30859,24907912,0,0.69,1186.7,0.07,3360.469971,27791.43945,10968.36035,0.574000001,58200
153,2020-08-12,58200,59000,57700,56427.42969,18573934,0,1.37,1184.9,-0.15,3333.689941,27686.91016,10782.82031,0.657999992,59000
154,2020-08-13,59400,59600,58000,56140.51563,22089460,0,-0.51,1186,0.09,3380.350098,27976.83984,11012.24023,0.670000017,58700
155,2020-08-14,58000,58400,57700,55471.03125,15672548,0,-1.19,1183.6,-0.2,3373.429932,27896.7207,11042.5,0.716000021,58000
156,2020-08-18,58900,59900,58000,55853.59375,25307825,0,0.69,1185.8,0.19,3372.850098,27931.01953,11019.2998,0.708999991,58400
157,2020-08-19,59000,59200,57800,55279.75391,16930719,0,-1.03,1185.1,-0.06,3389.780029,27778.07031,11210.83984,0.66900003,57800
158,2020-08-20,57600,57600,55300,52984.40234,30386029,0,-4.15,1182.3,-0.24,3374.850098,27692.88086,11146.45996,0.675000012,55400
159,2020-08-21,56200,56900,55800,53462.60156,21142288,0,0.9,1186.3,0.34,3385.51001,27739.73047,11264.9502,0.643999994,55900
160,2020-08-24,55800,56600,55400,53653.87891,15055896,0,0.36,1185.3,-0.08,3397.159912,27930.33008,11311.7998,0.639999986,56100
161,2020-08-25,56400,56800,56100,53940.80078,14021705,0,0.53,1190,0.39,3431.280029,28308.46094,11379.71973,0.646000028,56400
162,2020-08-26,56400,56500,55700,53940.80078,17651593,0,0,1186.3,-0.31,3443.620117,28248.43945,11466.46973,0.681999981,56400
163,2020-08-27,56300,56300,55600,53175.68359,16196568,0,-1.42,1187,0.06,3478.72998,28331.91992,11665.05957,0.686999977,55600
164,2020-08-28,56100,56300,55400,52984.40234,14619888,0,-0.36,1185.7,-0.11,3484.550049,28492.26953,11625.33984,0.745999992,55400
165,2020-08-31,56000,56100,54000,51645.44531,32671367,0,-2.53,1185.1,-0.05,3508.01001,28653.86914,11695.62988,0.728999972,54000
166,2020-09-01,54100,54800,54100,51836.72656,19363117,0,0.37,1183.3,-0.15,3500.310059,28430.05078,11775.45996,0.693000019,54200
167,2020-09-02,54600,55100,54100,52028.01172,16905723,0,0.37,1184.6,0.11,3526.649902,28645.66016,11939.66992,0.671999991,54400
168,2020-09-03,55600,56700,55500,53940.80078,28384920,0,3.68,1186.2,0.13,3580.840088,29100.5,12056.44043,0.651000023,56400
169,2020-09-04,55200,55800,55100,53175.68359,22139109,0,-1.42,1187.5,0.11,3455.060059,28292.73047,11458.09961,0.621999979,55600
170,2020-09-07,56100,57300,55800,54036.44141,18685880,0,1.62,1190.2,0.23,3426.959961,28133.31055,11313.12988,0.721000016,56500
171,2020-09-08,57400,58700,57200,56140.51563,31517520,0,3.89,1187.2,-0.25,3426.959961,28133.31055,11313.12988,,58700
172,2020-09-09,58200,59300,57800,55853.59375,30597399,0,-0.51,1187.9,0.06,3331.840088,27500.89063,10847.69043,0.684000015,58400
173,2020-09-10,59900,60000,59100,56618.71094,29923293,0,1.37,1189.6,0.14,3398.959961,27940.4707,11141.55957,0.703000009,59200
174,2020-09-11,59300,59400,58200,56427.42969,16017098,0,-0.34,1185.3,-0.36,3339.189941,27534.58008,10919.58984,0.685000002,59000
175,2020-09-14,60200,60800,59900,57766.39063,20648281,0,2.37,1188.3,0.25,3340.969971,27665.64063,10853.5498,0.66900003,60400
176,2020-09-15,60900,61000,60500,58340.23047,17877075,0,0.99,1184.2,-0.35,3383.540039,27993.33008,11056.65039,0.671000004,61000
177,2020-09-16,61100,61300,60600,58340.23047,17041444,0,0,1180.5,-0.31,3401.199951,27995.59961,11190.32031,0.67900002,61000
178,2020-09-17,60700,60800,59300,56905.625,25108356,0,-2.46,1177.8,-0.23,3385.48999,28032.38086,11050.46973,0.686999977,59500
179,2020-09-18,59800,59900,59100,56714.34766,18884571,0,-0.34,1175.4,-0.2,3357.01001,27901.98047,10910.28027,0.684000015,59300
180,2020-09-21,59100,60000,59000,56618.71094,15140387,0,-0.17,1163.6,-1.01,3319.469971,27657.41992,10793.28027,0.694000006,59200
181,2020-09-22,59100,59700,57800,55662.30859,20830381,0,-1.69,1160.6,-0.26,3281.060059,27147.69922,10778.7998,0.671000004,58200
182,2020-09-23,58400,58800,57400,56044.875,20111398,0,0.69,1163.9,0.28,3315.570068,27288.17969,10963.63965,0.663999975,58600
183,2020-09-24,57700,58600,57600,55279.75391,17564020,0,-1.37,1164.4,0.04,3236.919922,26763.13086,10632.99023,0.675999999,57800
184,2020-09-25,57700,58200,57700,55375.39844,11444683,0,0.17,1170.3,0.5,3246.590088,26815.43945,10672.26953,0.666000009,57900
185,2020-09-28,58300,58800,57900,56004.72266,12614080,354,0.52,1170.5,0.02,3298.459961,27173.96094,10913.55957,0.658999979,58200
186,2020-09-29,58300,59000,58200,56004.72266,15503563,0,0,1173.5,0.26,3351.600098,27584.06055,11117.53027,0.662999988,58200
187,2020-10-05,57500,59200,57500,56485.87109,20228289,0,0.86,1169.5,-0.34,3335.469971,27452.66016,11085.25,0.644999981,58700
188,2020-10-06,59400,59900,58700,56774.55469,14463826,0,0.51,1163.4,-0.52,3408.600098,28148.64063,11332.49023,0.762000024,59000
189,2020-10-07,58700,59900,58500,57640.60156,14861838,0,1.53,1160,-0.29,3360.969971,27772.75977,11154.59961,0.741999984,59900
190,2020-10-08,60500,60700,59500,57448.14844,24589924,0,-0.33,1162.5,0.22,3419.439941,28303.46094,11364.59961,0.785000026,59700
191,2020-10-12,60000,60400,59900,58121.74609,16145837,0,1.17,1156.2,-0.54,3446.830078,28425.50977,11420.98047,0.764999986,60400
192,2020-10-13,61000,61400,60400,58602.88672,19247631,0,0.83,1148.3,-0.69,3534.219971,28837.51953,11876.25977,0.77700001,60900
193,2020-10-14,61000,61100,60500,58602.88672,16086716,0,0,1149.5,0.1,3511.929932,28679.81055,11863.90039,0.726999998,60900
194,2020-10-15,60700,60800,59700,57736.83203,17756232,0,-1.48,1145.7,-0.33,3488.669922,28514,11768.73047,0.722000003,60000
195,2020-10-16,60000,60400,59000,57255.69141,16554190,0,-0.83,1144.6,-0.1,3483.340088,28494.19922,11713.87012,0.731000006,59500
196,2020-10-19,59600,60200,59500,57736.83203,14474985,0,0.84,1145.6,0.09,3483.810059,28606.31055,11671.55957,0.744000018,60000
197,2020-10-20,60300,60900,60100,58602.88672,19326115,0,1.5,1142.2,-0.3,3426.919922,28195.41992,11478.87988,0.760999978,60900
198,2020-10-21,61200,61500,60600,58602.88672,15703443,0,0,1139.7,-0.22,3443.120117,28308.78906,11516.49023,0.796999991,60900
199,2020-10-22,60300,60500,59800,57833.0625,14294095,0,-1.31,1133.7,-0.53,3435.560059,28210.82031,11484.69043,0.815999985,60100
200,2020-10-23,60400,60400,59800,57929.28906,9322232,0,0.17,1134.1,0.04,3453.48999,28363.66016,11506.00977,0.84799999,60200
201,2020-10-26,60400,61100,60100,58121.74609,13268226,0,0.33,1134.6,0.04,3465.389893,28335.57031,11548.28027,0.841000021,60400
202,2020-10-27,60300,60300,59500,57544.37891,17260416,0,-0.99,1129.1,-0.49,3400.969971,27685.38086,11358.94043,0.800999999,59800
203,2020-10-28,59400,59400,58800,56774.55469,14428882,0,-1.34,1127.6,-0.13,3390.679932,27463.18945,11431.34961,0.777999997,59000
204,2020-10-29,58200,58500,57500,55908.5,22636966,0,-1.53,1129.3,0.15,3271.030029,26519.94922,11004.87012,0.781000018,58100
205,2020-10-30,58000,58000,56600,54465.07813,26907844,0,-2.58,1133.4,0.36,3310.110107,26659.10938,11185.58984,0.834999979,56600
206,2020-11-02,56400,57500,56000,55234.90234,20489076,0,1.41,1130.4,-0.27,3269.959961,26501.59961,10911.58984,0.860000014,57400
207,2020-11-03,57900,58900,57600,56582.09766,14950919,0,2.44,1134.7,0.38,3310.23999,26925.05078,10957.61035,0.848999977,58800
208,2020-11-04,58900,59000,57800,56293.41016,21718561,0,-0.51,1134.6,-0.01,3369.159912,27480.0293,11160.57031,0.882000029,58500
209,2020-11-05,59000,60300,58800,58025.51563,20639475,0,3.08,1136.5,0.17,3443.439941,27847.66016,11590.78027,0.768000007,60300
210,2020-11-06,60700,60800,59600,57833.0625,16910230,0,-0.33,1130.9,-0.5,3510.449951,28390.17969,11890.92969,0.776000023,60100
211,2020-11-09,60700,60900,60100,57929.28906,15892961,0,0.17,1124.4,-0.58,3509.439941,28323.40039,11895.23047,0.819999993,60200
212,2020-11-10,60500,60500,59500,57929.28906,19073552,0,0,1115.6,-0.79,3550.5,29157.9707,11713.78027,0.958000004,60200
213,2020-11-11,60700,61400,60400,58987.79688,25628510,0,1.83,1115.9,0.03,3545.530029,29420.91992,11553.86035,0.972000003,61300
214,2020-11-12,61000,61400,60700,58699.11328,19800573,0,-0.49,1112.4,-0.31,3572.659912,29397.63086,11786.42969,0.958000004,61000
215,2020-11-13,61300,63200,61000,60816.12891,31508829,0,3.61,1113.2,0.07,3537.01001,29080.16992,11709.58984,0.88499999,63200
216,2020-11-16,64000,66700,63900,63799.19531,36354334,0,4.91,1115.1,0.17,3585.149902,29479.81055,11829.29004,0.893000007,66300
217,2020-11-17,67000,67000,65600,63221.82813,30204089,0,-0.9,1108,-0.64,3626.909912,29950.43945,11924.12988,0.906000018,65700
218,2020-11-18,65700,66200,64700,62355.77734,22963790,0,-1.37,1106.8,-0.11,3609.530029,29783.34961,11899.33984,0.871999979,64800
219,2020-11-19,64100,64800,63900,62163.32422,16590290,0,-0.31,1105.9,-0.08,3567.790039,29438.41992,11801.59961,0.882000029,64600
220,2020-11-20,63900,65200,63900,62259.55469,15068682,0,0.15,1112.2,0.57,3581.870117,29483.23047,11904.70996,0.853999972,64700
221,2020-11-23,64800,67800,64700,64953.9375,27134398,0,4.33,1114.2,0.18,3557.540039,29263.48047,11854.96973,0.828999996,67500
222,2020-11-24,67900,69500,67000,65146.38672,32158235,0,0.3,1112.6,-0.14,3577.590088,29591.26953,11880.62988,0.856999993,67700
223,2020-11-25,67900,68300,66500,64087.88281,32447065,0,-1.62,1111.2,-0.13,3635.409912,30046.24023,12036.79004,0.882000029,66600
224,2020-11-26,66100,68000,66000,65435.07813,19023323,0,2.1,1107.2,-0.36,3629.649902,29872.4707,12094.40039,0.878000021,68000
225,2020-11-27,68000,68400,67600,65627.53906,14063434,0,0.29,1105.8,-0.13,3629.649902,29872.4707,12094.40039,,68200
226,2020-11-30,68400,68600,66700,64184.11328,43811016,0,-2.2,1104.4,-0.13,3638.350098,29910.36914,12205.84961,0.842000008,66700
227,2020-12-01,67100,68300,67100,65242.62109,22327173,0,1.65,1104.9,0.05,3621.629883,29638.64063,12198.74023,0.843999982,67800
228,2020-12-02,68400,69900,68300,66878.49219,29703942,0,2.51,1107.1,0.2,3662.449951,29823.91992,12355.11035,0.934000015,69500
229,2020-12-03,70100,70500,69300,67070.95313,23677989,0,0.29,1103.3,-0.34,3669.01001,29883.78906,12349.37012,0.948000014,69700
230,2020-12-04,70400,72100,70100,68803.05469,28130533,0,2.58,1098.1,-0.47,3666.719971,29969.51953,12377.17969,0.920000017,71500
231,2020-12-07,72400,73500,71900,70150.25,28490496,0,1.96,1086.6,-1.06,3699.120117,30218.25977,12464.23047,0.968999982,72900
232,2020-12-08,72200,72900,71600,68995.51563,25000338,0,-1.65,1082.7,-0.36,3691.959961,30069.78906,12519.9502,0.927999973,71700
233,2020-12-09,72100,73900,72000,71112.53906,24077996,0,3.07,1084.4,0.16,3702.25,30173.88086,12582.76953,0.912999988,73900
234,2020-12-10,72700,73800,72500,70150.25,39882928,0,-1.35,1083.6,-0.07,3672.820068,30068.81055,12338.9502,0.940999985,72900
235,2020-12-11,73500,73800,73100,70631.39063,18486672,0,0.69,1086.2,0.24,3668.100098,29999.25977,12405.80957,0.907999992,73400
236,2020-12-14,73600,74500,73200,71016.30469,21510415,0,0.54,1089.3,0.28,3663.459961,30046.36914,12377.87012,0.893000007,73800
237,2020-12-15,73800,74100,73300,71016.30469,20863671,0,0,1090.8,0.14,3647.48999,29861.55078,12440.04004,0.89200002,73800
238,2020-12-16,74100,74500,73400,71016.30469,17512081,0,0,1093.2,0.22,3694.620117,30199.31055,12595.05957,0.922999978,73800
239,2020-12-17,73400,73700,72600,70535.16406,24293214,0,-0.68,1092.2,-0.09,3701.169922,30154.53906,12658.19043,0.920000017,73300
240,2020-12-18,73300,73700,73000,70246.47656,17613029,0,-0.41,1092.8,0.05,3722.47998,30303.36914,12764.75,0.930000007,73000
241,2020-12-21,73100,73400,72000,70246.47656,20367355,0,0,1097.9,0.46,3709.409912,30179.05078,12755.63965,0.948000014,73000
242,2020-12-22,72500,73200,72100,69572.88281,16304910,0,-0.96,1101.2,0.3,3694.919922,30216.44922,12742.51953,0.940999985,72300
243,2020-12-23,72400,74000,72300,71112.53906,19411326,0,2.21,1106.6,0.49,3687.26001,30015.50977,12807.91992,0.917999983,73900
244,2020-12-24,74100,78800,74000,74865.42969,32502870,0,5.28,1108.9,0.21,3690.01001,30129.83008,12771.11035,0.954999983,77800
245,2020-12-28,79000,80100,78200,75731.48438,40085044,0,1.16,1103.7,-0.47,3703.060059,30199.86914,12804.73047,0.927999973,78700
246,2020-12-29,78800,78900,77300,77242.79688,30339449,1932,-0.51,1098.2,-0.5,3735.360107,30403.9707,12899.41992,0.933000028,78300
